"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"S83DXSBV","bookSection","2015","Wallner, Günter; Kriglstein, Simone","An introduction to gameplay data visualization","Game Research Methods","978-1-312-88473-1","","","","The prevalence of internet-enabled gaming devices enables game developers nowadays to remotely and unobtrusively monitor every aspect of a game, allowing them to accumulate large amounts of data of the player-game interaction over extended time periods. This data has become a viable source for developers to guide decision-making throughout the game design process and even after the game has been released, for example, to identify balancing issues (Kim, et al., 2008; Zoeller, 2010), to understand player movement (Moura, El-Nasr and Shaw, 2011), to reduce production costs (Hullett, et al., 2011), or to uncover bugs (Zoeller, 2010), to name but a few. At the same time, the increasing popularity of online multiplayer gaming has attached great importance to in-game statistics to allow players to recap their performance and to compare it with others. This growing interest in game telemetry data is reflected by the emergence of the new field of game analytics--concerned with the discovery and communication of meaningful patterns in data as applied in the context of game development and game research (cf. El-Nasr, Drachen and Canossa, 2013). Game analytics heavily relies on visualization techniques to assist developers and players alike to understand, analyze, and explore the data (cf. Wallner and Kriglstein, 2013). Visualizations in game research can be helpful to discover unexpected paths which have been taken by the players, to identify possible design and balancing problems, or to find common patterns in the behavior of the players. Moreover, since the rich interaction possibilities provided by a game can give rise to emergent behavior which is hard to anticipate, visualizations can assist in exploratory data analysis helping the analyst to discover potentially interesting structures, trends, and anomalies not thought of beforehand.","2015-01-01","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04","231–250","","","","","","","","","","","ETC Press","Pittsburgh, PA, USA","","","","","","ACM Digital Library","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/X3FKX585/Wallner and Kriglstein - 2015 - An introduction to gameplay data visualization.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MLL7E2L9","conferencePaper","2016","Pirker, Johanna; Griesmayr, Simone; Drachen, Anders; Sifa, Rafet","How Playstyles Evolve: Progression Analysis and Profiling in Just Cause 2","Entertainment Computing - ICEC 2016","978-3-319-46100-7","","10.1007/978-3-319-46100-7_8","","Evaluating progression of players in a game can take a variety of forms, but ideally combines playstyle or performance analysis with one or more aspects of progression, e.g. through a level- or mission-based structure. Furthermore, visualization of the results of analysis are essential to ensure that action can be taken on them. In this paper behavioral profiling through Archetype Analysis is combined with progression analysis, expanding on previous work in the area, and extending it into the context of Open-World Games. The proposed methodological framework is applied to the case of the action-adventure title Just Cause 2, focusing on the main storyline. The results show how players navigate the content of the title, and how some playstyles remain constant throughout the game, whereas others emerge or disappear with player progress. Additionally, player performance as a function of progression is evaluated across a number of key metrics.","2016","2021-02-26 20:18:54","2021-02-26 20:18:54","","90-101","","","","","","How Playstyles Evolve","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/SNP72T8H/Pirker et al. - 2016 - How Playstyles Evolve Progression Analysis and Pr.pdf","","","Cluster analysis; Game analytics; Player behavior; Playstyle; Progression; Visualization","Wallner, Günter; Kriglstein, Simone; Hlavacs, Helmut; Malaka, Rainer; Lugmayr, Artur; Yang, Hyun-Seung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9BFPKKX","conferencePaper","2015","Birk, Max V.; Lürig, Christoph; Mandryk, Regan L.","A metric for automatically flagging problem levels in games from prototype walkthrough data","Proceedings of the 19th International Academic Mindtrek Conference","978-1-4503-3948-3","","10.1145/2818187.2818281","http://doi.org/10.1145/2818187.2818281","Playtesting early and often is important for all game developers, but especially for the growing number of indie teams producing commercial games; however, playtesting game prototypes remains an expensive and time-consuming process. In this paper, we present a new game metric, automatically generated from prototype walkthrough data, which flags problematic levels so that developers know where to invest their effort in fixing the game. Created during the development of the commercial game Angus Hates Aliens, in collaboration with indie developer Team Stendec, our death-related problem level likelihood indicator (DPLI) is interpretable and actionable, i.e., it easily allowed the developer to know where to fix the game levels. Finally, DPLI correlated to enjoyment ratings for the game levels, suggesting that it was a good indicator of problems in the context of our prototype evaluation.","2015-09-22","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04","33–40","","","","","","","AcademicMindTrek '15","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/SYBX4NFN/Birk et al. - 2015 - A metric for automatically flagging problem levels.pdf","","","game metrics; heat maps; indie; level design; playtesting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YTZ5DNST","conferencePaper","2019","Paranthaman, Pratheep Kumar; Cooper, Seth","ARAPID: Towards Integrating Crowdsourced Playtesting into the Game Development Environment","Proceedings of the Annual Symposium on Computer-Human Interaction in Play","978-1-4503-6688-5","","10.1145/3311350.3347163","http://doi.org/10.1145/3311350.3347163","Iterative playtesting of games is crucial, but remains a time consuming and ad-hoc process. In this work, we streamlined and systematized the playtesting process by adding support for crowdsourced, on-demand playtesting directly into a game development environment to test and evaluate platform games. Our system, called ARAPID (As Rapid As Possible Iterative Design), manages playtesting from a control panel in Unity and recruits players from Mechanical Turk. With this system, game designers can launch playtests and visualize results directly in the editor. To better understand and evaluate this approach, we ran three studies on two basic platform games. First, a game designer used ARAPID to playtest and rapidly iterate on the design of the games; we found the games were improved toward specific design goals. Second, we analyzed the impact of different forms of recruitment on playtesting speed; we found that pre-recruitment and over-recruitment of players can reduce the time needed to run playtests. Third, we analyzed the impact of players' familiarity with the game on the precision of playtest results; we found that whether or not players are allowed to replay the game can impact results.","2019-10-17","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04","121–133","","","","","","ARAPID","CHI PLAY '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/76GMADJD/Paranthaman and Cooper - 2019 - ARAPID Towards Integrating Crowdsourced Playtesti.pdf","","","crowdsourcing; iterative design; playtesting; rapid iteration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2MNA74S","journalArticle","2019","Godinho-Paiva, Raquel; Contreras-Espinosa, Ruth Sofia","Game testing and evaluation on real devices: Exploring in the case of the Open Device Lab community","First Monday","","1396-0466","10.5210/fm.v24i8.9525","https://firstmonday.org/ojs/index.php/fm/article/view/9525","Game testing and evaluation (T&E) still have no standards to ensure quality. T&E on real devices instead of only using a software solution (e.g., emulators) has become a basic procedure for mobile software design and development, including games. This study presents the Open Device Lab community (ODL), a grassroots movement helping the Web and app community to have free access to device labs. The findings reveal how the open community can benefit the game industry.","2019-08-01","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 22:46:29","","","","","","","Game testing and evaluation on real devices","","","","","","","en","Copyright (c) 2019 First Monday","","","","firstmonday.org","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/UMDP2I69/8059.html","","","game development life cycle; game testing and evaluation; HCI; Open Device Lab community; real device","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JML5NE4P","conferencePaper","2016","Chen, Woei-Kae; Liu, Chien-Hung; Chen, Ping-Hung; Hsu, Chia-Sheng","A Game Framework Supporting Automatic Functional Testing for Games","Applied Computing & Information Technology","978-3-319-26396-0","","10.1007/978-3-319-26396-0_2","","When developing a computer (mobile) game, testing the game is an important task and takes a large share of the development cost. So far, testing a game’s functional features relies mainly on human testers, who personally plays the game, and is thus labor intensive. This paper proposes a method that automates game testing. Since games are usually built on top of game frameworks, the idea is to enhance a game framework with a testing layer, which can execute (playback) test scripts that perform user events and assert the correctness of the game. We design an HTML5 game framework with such a support. In addition, a case study is performed to compare the testing cost of three different methods: writing a test script directly, recording a test script, and testing the game directly by a human tester. The results showed that when repeated testings are necessary, an automatic testing (either writing or recording test scripts) can reduce human cost. Among these three testing methods, recording scripts was the most favored method.","2016","2021-02-26 20:18:54","2021-02-26 20:18:54","","13-26","","","","","","","Studies in Computational Intelligence","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/JU4NKHSR/Chen et al. - 2016 - A Game Framework Supporting Automatic Functional T.pdf","","","Game Developer; Human Tester; Human Time; Mobile Game; Testing Cost","Lee, Roger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T7S9XKWJ","journalArticle","2020","Albaghajati, A. M.; Ahmed, M. A. K.","Video Game Automated Testing Approaches: An Assessment Framework","IEEE Transactions on Games","","2475-1510","10.1109/TG.2020.3032796","","The video-game industry has recently grown from focused markets to mainstream. The advancements the industry has been enjoying motivated researches to propose techniques and tools to support the activities across the different phases of the game development lifecycle. Game testing is one of the crucial activities within the game development process. Due to the nature of game testing, many automated game testing techniques have been proposed in the literature. However, there is no framework that could be used to aid practitioners in selecting appropriate techniques suitable for their particular development efforts. In this paper we present an attribute-based framework to classify and compare these techniques and provide such aid to practitioners. The framework is also meant to guide researchers interested in proposing new game testing techniques. The paper discusses a number of prominent techniques against the framework. Analysis of the discussion reveals gaps and suggests open points for future research.","2020","2021-02-26 20:18:54","2021-02-26 20:18:54","","1-1","","","","","","Video Game Automated Testing Approaches","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Games","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/B5BSWQJ6/Albaghajati and Ahmed - 2020 - Video Game Automated Testing Approaches An Assess.pdf","","","Assessment Framework; Data mining; Evolutionary computation; Game Development; Game Testing; Games; Industries; Playtesting; Search engines; Software; Software Testing; Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CZXI6WF","conferencePaper","2016","Choi, Judeth Oden; Forlizzi, Jodi; Christel, Michael; Moeller, Rachel; Bates, MacKenzie; Hammer, Jessica","Playtesting with a Purpose","Proceedings of the 2016 Annual Symposium on Computer-Human Interaction in Play","978-1-4503-4456-2","","10.1145/2967934.2968103","http://doi.org/10.1145/2967934.2968103","Playtesting, or using play to guide game design, gives designers feedback about whether their game is meeting their goals and the player's expectations. We report a case study of designing, deploying, and iterating on a series of playtesting workshops for novice game designers. We identify common missteps made by novice designers and address these missteps through the concept of purposefulness, understanding why you are playtesting as well as how to playtest. We ground our workshops in the development of rich player experience goals, which inform playtest design, data collection and iteration. We show that by applying methods taught in our workshops, novice game designers leveraged playtest methods and tools, employed playtesting and data collection methods appropriate for their goals, and effectively applied playtest data in iterative design. We conclude with lessons learned and next steps in our research on playtesting.","2016-10-15","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04","254–265","","","","","","","CHI PLAY '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/47IFLS2L/Choi et al. - 2016 - Playtesting with a Purpose.pdf","","","game design; game design education; game user research; playtesting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8A79HZNN","conferencePaper","2020","Mirza-Babaei, Pejman; Stahlke, Samantha; Wallner, Günter; Nova, Atiya","A Postmortem on Playtesting: Exploring the Impact of Playtesting on the Critical Reception of Video Games","Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems","978-1-4503-6708-0","","10.1145/3313831.3376831","http://doi.org/10.1145/3313831.3376831","Game studios aim to develop titles that deliver a fun and engaging experience for players. Playtesting promises to help identify opportunities to improve player experience and assist developers in achieving their design intent. However, a lack of research on the added value of playtesting means that many studios are still uncertain about its commercial viability and impact on product success. This gap in understanding is further complicated by the vague definition of ""success"" afforded by sales figures and review scores. In this paper, we assess reported feature quality of three commercial titles by analyzing playtesting reports and game reviews. By comparing themes and design issues expressed in game reviews to the results of pre-release playtesting for each game, we aim to highlight the value of playtesting and propose a set of guidelines for selecting playtest methods based on the needs of a given game evaluation. Through the real-world case studies presented, this paper contributes to the growing domain of games user research and highlights the value of playtesting in game development.","2020-04-21","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04","1–12","","","","","","A Postmortem on Playtesting","CHI '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/PUWMZ2MJ/Mirza-Babaei et al. - 2020 - A Postmortem on Playtesting Exploring the Impact .pdf","","","game reviews; games user research; playtesting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QBXEHJ8Q","journalArticle","2020","Ling, Carlos; Tollmar, Konrad; Gisslén, Linus","Using Deep Convolutional Neural Networks to Detect Rendered Glitches in Video Games","Proceedings of the AAAI Conference on Artificial Intelligence and Interactive Digital Entertainment","","2334-0924","","https://www.aaai.org/ojs/index.php/AIIDE/article/view/7409","In this paper, we present a method using Deep Convolutional Neural Networks (DCNNs) to detect common glitches in video games. The problem setting consists of an image (800x800 RGB) as input to be classified into one of five defined classes, normal image, or one of four different kinds of glitches (stretched, low resolution, missing and placeholder textures). Using a supervised approach, we train a ShuffleNetV2 using generated data. This work focuses on detecting texture graphical anomalies achieving arguably good performance with an accuracy of 86.8%, detecting 88% of the glitches with a false positive rate of 8.7%, and with the models being able to generalize and detect glitches even in unseen objects. We apply a confidence measure as well to tackle the issue with false positives as well as an effective way of aggregating images to achieve better detection in production. The main use of this work is the partial automatization of graphical testing in the final stages of video game development.","2020-10","2021-02-26 20:19:22","2021-02-26 20:19:22","2020-10-30","66–73","","1","16","","","","","","","","","","en","Copyright (c) 2020 Proceedings of the AAAI Conference on Artificial Intelligence and Interactive Digital Entertainment","","","","","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/BRTWHQAL/Ling et al. - 2020 - Using Deep Convolutional Neural Networks to Detect.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGZDWAWK","conferencePaper","2020","Wilkins, Benedict; Watkins, Chris; Stathis, Kostas","A Metric Learning Approach to Anomaly Detection in Video Games","2020 IEEE Conference on Games (CoG)","978-1-72814-533-4","","10.1109/CoG47356.2020.9231700","https://ieeexplore.ieee.org/document/9231700/","With the aim of designing automated tools that assist in the video game quality assurance process, we frame the problem of identifying bugs in video games as an anomaly detection (AD) problem. We develop State-State Siamese Networks (S3N) as an efﬁcient deep metric learning approach to AD in this context and explore how it may be used as part of an automated testing tool. Finally, we show by empirical evaluation on a series of Atari games, that S3N is able to learn a meaningful embedding, and consequently is able to identify various common types of video game bugs.","2020-08","2021-02-26 20:19:22","2021-02-26 20:19:22","2020-10-30","604–607","","","","","","","","","","","IEEE","Osaka, Japan","en","","","","","","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/KVIJ7XVV/Wilkins et al. - 2020 - A Metric Learning Approach to Anomaly Detection in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JXUZNBFV","journalArticle","2020","Justesen, N.; Bontrager, P.; Togelius, J.; Risi, S.","Deep Learning for Video Game Playing","IEEE Transactions on Games","","2475-1510","10.1109/TG.2019.2896986","","In this paper, we review recent deep learning advances in the context of how they have been applied to play different types of video games such as first-person shooters, arcade games, and real-time strategy games. We analyze the unique requirements that different game genres pose to a deep learning system and highlight important open challenges in the context of applying these machine learning methods to video games, such as general game playing, dealing with extremely large decision spaces and sparse rewards.","2020-03","2021-02-26 20:19:22","2021-02-26 20:19:22","","1–20","","1","12","","","","","","","","","","","","","","","","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/VUY8XI2F/Justesen et al. - 2020 - Deep Learning for Video Game Playing.pdf","","Algorithms; arcade games; artificial intelligence; computer games; Deep learning; deep learning system; first-person shooters; Games; learning; learning (artificial intelligence); machine learning algorithms; Mathematical model; multilayer neural network; Neural networks; real-time strategy games; Reinforcement learning; Unsupervised learning; video game playing; video games","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HXKRJVKH","book","2020","arbon, jason","AI for Testing Games","","","","","https://medium.com/@jarbon/ai-for-testing-games-c5bd90c3153","I used to tell my team that “games are just too hard to tackle right now” and would tell potential investors “we don’t test games…” Today…","2020-02","2021-02-26 20:19:22","2021-02-26 20:19:22","2020-11-04","","","","","","","","","","","","","","en","","","","","","","Publication Title: Medium","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/P9XKGFIP/arbon - 2020 - AI for Testing Games.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTW9BQAD","journalArticle","2020","Sironi, C. F.; Liu, J.; Winands, M. H. M.","Self-Adaptive Monte Carlo Tree Search in General Game Playing","IEEE Transactions on Games","","2475-1510","10.1109/TG.2018.2884768","","Many enhancements for Monte Carlo tree search (MCTS) have been applied successfully in general game playing (GGP). MCTS and its enhancements are controlled by multiple parameters that require extensive and time-consuming offline optimization. Moreover, as the played games are unknown in advance, offline optimization cannot tune parameters specifically for single games. This paper proposes a self-adaptive MCTS strategy (SA-MCTS) that integrates within the search a method to automatically tune search-control parameters online per game. It presents five different allocation strategies that decide how to allocate available samples to evaluate parameter values. Experiments with 1 s play-clock on multiplayer games show that for all the allocation strategies the performance of SA-MCTS that tunes two parameters is at least equal to or better than the performance of MCTS tuned offline and not optimized per-game. The allocation strategy that performs the best is N-Tuple Bandit Evolutionary Algorithm (NTBEA). This strategy also achieves a good performance when tuning four parameters. SA-MCTS can be considered as a successful strategy for domains that require parameter tuning for every single problem, and it is also a valid alternative for domains where offline parameter tuning is costly or infeasible.","2020-06","2021-02-26 20:19:22","2021-02-26 20:19:22","","132–144","","2","12","","","","","","","","","","","","","","","","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/WA7D85ZD/Sironi et al. - 2020 - Self-Adaptive Monte Carlo Tree Search in General G.pdf","","adaptive Monte Carlo tree search; allocation strategy; Combinatorial multi-armed bandit (CMAB); computer games; evolutionary algorithms; evolutionary computation; Evolutionary computation; Games; general game playing; general game playing (GGP); Monte Carlo methods; multiplayer games; multiple parameters; N-tuple bandit evolutionary algorithm; N-tuple systems; offline parameter tuning; on-line parameter tuning; Optimization; parameter values; played games; Resource management; SA-MCTS; search-control parameters; self-adaptive MCTS strategy; single games; time-consuming offline optimization; tree searching; Tuners","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NM4HPPPZ","journalArticle","2020","Roohi, Shaghayegh; Relas, Asko; Takatalo, Jari; Heiskanen, Henri; Hämäläinen, Perttu","Predicting Game Difficulty and Churn Without Players","Proceedings of the Annual Symposium on Computer-Human Interaction in Play","","","10.1145/3410404.3414235","http://arxiv.org/abs/2008.12937","We propose a novel simulation model that is able to predict the per-level churn and pass rates of Angry Birds Dream Blast, a popular mobile free-to-play game. Our primary contribution is to combine AI gameplay using Deep Reinforcement Learning (DRL) with a simulation of how the player population evolves over the levels. The AI players predict level difficulty, which is used to drive a player population model with simulated skill, persistence, and boredom. This allows us to model, e.g., how less persistent and skilled players are more sensitive to high difficulty, and how such players churn early, which makes the player population and the relation between difficulty and churn evolve level by level. Our work demonstrates that player behavior predictions produced by DRL gameplay can be significantly improved by even a very simple population-level simulation of individual player differences, without requiring costly retraining of agents or collecting new DRL gameplay data for each simulated player.","2020-11","2021-02-26 20:19:22","2021-02-26 20:19:22","2020-11-05","585–593","","","","","","","","","","","","","","","","","","","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/6J7ZWKWX/Roohi et al. - 2020 - Predicting Game Difficulty and Churn Without Playe.pdf","","Computer Science - Artificial Intelligence; I.2.6; I.6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JA7BLLA8","thesis","2019","Sriram, Varun","Automated playtesting of platformer games using reinforcement learning","","","","","http://hdl.handle.net/2047/D20335186","","2019","2021-02-26 20:19:22","2021-02-26 20:19:22","2020-11-05","","","","","","","","","","","","Northeastern University","","en","","PhD Thesis","","","","","DOI: 10.17760/D20335186","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/3F85J4N4/Sriram - 2019 - Automated playtesting of platformer games using re.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WD9S8CQG","conferencePaper","2019","Paduraru, C.; Paduraru, M.","Automatic Difficulty Management and Testing in Games using a Framework Based on Behavior Trees and Genetic Algorithms","2019 24th International Conference on Engineering of Complex Computer Systems (ICECCS)","","","10.1109/ICECCS.2019.00026","","The diversity of agent behaviors is an important topic for the quality of video games and virtual environments in general. Offering the most compelling experience for users with different skills is a difficult task, and usually needs important manual human effort for tuning existing code. This can get even harder when dealing with adaptive difficulty systems. Our paper's main purpose is to create a framework that can automatically create behaviors for game agents of different difficulty classes and enough diversity. In parallel with this, a second purpose is to create more automated tests for showing defects in the source code or possible logic exploits with less human effort.","2019-11","2021-02-26 20:19:26","2021-02-26 20:19:26","","170–179","","","","","","","","","","","","","","","","","","","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/BCZHM9YY/Paduraru and Paduraru - 2019 - Automatic Difficulty Management and Testing in Gam.pdf","","agent behaviors; Artificial intelligence; automated tests; automatic difficulty management; behavior tree; behavior trees; computer games; functional testing; game agents; Games; genetic algorithms; Genetic algorithms; learning; learning (artificial intelligence); Manuals; program testing; Robots; source code; source code (software); Testing; trees (mathematics); Tuning; video games; virtual environments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQXM2SAY","conferencePaper","2020","Song, Zihe","An automated framework for gaming platform to test multiple games","Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: Companion Proceedings","978-1-4503-7122-3","","10.1145/3377812.3382171","https://dl.acm.org/doi/10.1145/3377812.3382171","Game testing is a necessary but challenging task for gaming platforms. Current game testing practice requires significant manual effort. In this paper, we proposed an automated game testing framework combining adversarial inverse reinforcement learning algorithm with evolutionary multi-objective optimization. This framework aims to help gaming platform to assure market-wide game qualities as the framework is suitable to test different games with minimum manual customization for each game.","2020-06","2021-02-26 20:19:26","2021-02-26 20:19:26","2020-11-04","134–136","","","","","","","","","","","ACM","Seoul South Korea","en","","","","","","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/E2RXFF9D/Song - 2020 - An automated framework for gaming platform to test.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZNXLWAA","conferencePaper","2018","Lovreto, Gabriel; Endo, Andre T.; Nardi, Paulo; Durelli, Vinicius H. S.","Automated Tests for Mobile Games: An Experience Report","2018 17th Brazilian Symposium on Computer Games and Digital Entertainment (SBGames)","978-1-5386-9605-7","","10.1109/SBGAMES.2018.00015","https://ieeexplore.ieee.org/document/8636923/","As mobile gaming is an ever-growing, competitive and proﬁtable market, there has been an increasing demand for better quality in video game software. While manual testing is still a common practice among mobile game developers, some repetitive and error-prone tasks could beneﬁt from test automation. For instance, test scripts that perform sanity checks of the proper functioning of a mobile game would be desirable in an ecosystem with constant hotﬁxes and updates, as well as a diverse set of conﬁgurations (e.g., device hardware, screensizes, and platforms). In this context, this paper reports an experience on developing automated test scripts for mobile games. To this end, we randomly selected 16 mobile games, from different genres, among the popular ones from the Google Play Store. For each game, test scripts were developed using the Appium testing framework and the OpenCV library. Based on our results, we provide an in-depth discussion on the challenges and lessons learned.","2018-10","2021-02-26 20:19:26","2021-02-26 20:19:26","2020-11-04","48–488","","","","","","Automated Tests for Mobile Games","","","","","IEEE","Foz do Iguaçu, Brazil","en","","","","","","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/4HAQ728W/Lovreto et al. - 2018 - Automated Tests for Mobile Games An Experience Re.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LMXQW7HQ","thesis","2018","Loubos, D.","Automated Testing in Virtual Worlds","","","","","http://localhost/handle/1874/366211","In this study we train an agent in the video game Minecraft, to gather items in the world space and combine them to automatically test the functionality of the crafting system of the game. We are inspired by the ideas of reinforcement learning to teach the agent a certain behavior based solely on previous experience, while we test his ability to correctly predict the exact recipe for crafting specific items. We perform experiments with different test cases to explore the success of such process and the time needed to test the crafting feature. Keeping in mind that our main purpose is to explore functional testing in virtual worlds, we conclude that such an automation process can certainly ease the workload of testing.","2018","2021-02-26 20:19:26","2021-02-26 20:19:26","2020-11-04","","","","","","","","","","","","","","en","Open Access (free)","","","","","","Type: Master thesis","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/QLWWWZH2/Loubos - 2018 - Automated Testing in Virtual Worlds.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L99SVUFK","conferencePaper","2018","Kazmi, A.; Fatima, A.; Idris, A.; Hussain, S.","Adaptive Usage Statistical Testing for 3D Gaming Applications","2018 International Conference on Computing, Electronic and Electrical Engineering (ICE Cube)","","","10.1109/ICECUBE.2018.8610975","","3D applications have travelled great lengths over the past few years as users are more accustomed towards visual environment and interactive media such as 3D games. One of the major concerns of 3D mobile game development is to provide interactive source of entertainment. Testing a 3D gaming is more complex and subjective then general mobile applications. A bug in general mobile application can be compromised in its first release but this might not work for a 2D or 3D gaming application. Any deficit in performance, graphics, logic and compatibility is simply rejected in the current saturated market. The testing approaches used for 3D visualization applications are either manual based or using automated testing tools, although one needs to be fully equipped with the domain knowledge and working of the automated tool for it to be useful. In this paper, we have proposed an adaptive usage based statistical testing (A-UBST) that adapts with the user experiences. This technique enables the quality engineers and testers to focus on the frequently accessed parts of SUT (software under test). We have used Markov Models to represent usage models. We demonstrated our approach with respect to 3D game. Our comparison results show the suitability of the approach for 3D gaming applications by reducing testing effort, time and cost metrics.","2018-11","2021-02-26 20:19:26","2021-02-26 20:19:26","","1–6","","","","","","","","","","","","","","","","","","","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/B8YTA6WK/Kazmi et al. - 2018 - Adaptive Usage Statistical Testing for 3D Gaming A.pdf","","2D gaming application; 3D gaming application; 3D Gaming Applications; 3D mobile game development; 3D visualization applications; A-UBST; Adaptation models; adaptive usage based statistical testing; Adaptive Usage Based Statistical Testing; automated testing tools; computer games; data visualisation; Data visualization; Games; general mobile application; Markov Model; Markov models; Markov processes; mobile computing; program testing; Software; software under test; statistical testing; SUT; Testing; Three-dimensional displays; user experiences; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
